년도,월,일,요일,시각,사고등급,사망자수,중상자수,경상자수,부상자수,연령,성별,경력,음주,종별,용도,관련자2,사고형태,기상상태,일광상태,사고유형1,사고유형2,법규위반,도로종류,지점명,위도,경도,자치구,
2019,5,21,화요일,23,경상사고,0,0,1,0,42,남,4년미만,,승용,비사업용,승용,진입회전사고,맑음,심야,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2019,6,13,목요일,22,경상사고,0,0,1,0,43,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2019,7,31,수요일,7,부상사고,0,0,0,1,52,남,15년이상,,승용,비사업용,건설기계,진입회전사고,비,출퇴근,차대차,측면직각충돌,안전운전불이행,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2019,9,10,화요일,13,부상사고,0,0,0,1,57,남,15년이상,,화물,비사업용,화물,진입회전사고,맑음,주간,차대차,측면직각충돌,안전거리미확보,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2019,9,26,목요일,23,경상사고,0,0,1,0,67,남,15년이상,,승용,사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2019,10,25,금요일,1,경상사고,0,0,1,0,40,남,15년이상,,승용,사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,보행자보호의무위반,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2019,11,9,토요일,14,경상사고,0,0,1,0,31,남,2년미만,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,차로위반,특별광역시도,삼성제일빌딩앞사거리,37.5074045,127.0558803,강남구,
2017,1,20,금요일,21,경상사고,0,0,1,0,53,남,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,1,19,목요일,22,부상사고,0,0,0,1,59,남,15년이상,,승용,사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,2,26,일요일,18,경상사고,0,0,2,0,75,남,15년이상,,승용,사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,교차로운행방법위반,기타,선릉역부근,37.504487,127.048957,강남구,
2017,3,15,수요일,9,중상사고,0,1,0,0,39,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,3,12,일요일,23,부상사고,0,0,0,1,57,남,15년이상,,승용,사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,4,21,금요일,12,경상사고,0,0,1,0,62,남,15년미만,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,7,20,목요일,22,경상사고,0,0,2,0,35,여,5년미만,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,9,4,월요일,8,중상사고,0,1,0,0,71,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,9,9,토요일,18,경상사고,0,0,1,0,63,남,15년이상,,승용,사업용,보행자,기타사고,맑음,출퇴근,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,10,26,목요일,0,부상사고,0,0,0,1,60,남,15년이상,,승용,사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,10,12,목요일,1,중상사고,0,1,0,0,64,남,15년미만,,화물,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,12,16,토요일,11,경상사고,0,0,1,0,57,남,15년이상,,승용,비사업용,이륜,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,기타,선릉역부근,37.504487,127.048957,강남구,
2017,12,15,금요일,22,중상사고,0,2,1,0,48,남,15년이상,,승용,비사업용,보행자,기타사고,흐림,심야,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,1,15,월요일,13,경상사고,0,0,1,0,60,남,15년이상,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,3,26,월요일,4,중상사고,0,1,0,0,35,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,3,16,금요일,18,경상사고,0,0,1,0,28,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,길가장자리구역통행중,안전운전불이행,기타,선릉역부근,37.504487,127.048957,강남구,
2018,3,20,화요일,20,경상사고,0,0,1,0,20,남,5년미만,,이륜,기타,원동기,기타사고,맑음,출퇴근,차대차,차대차-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,4,8,일요일,5,경상사고,0,0,1,0,28,남,15년미만,,승용,비사업용,보행자,기타사고,맑음,새벽,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,5,24,목요일,12,경상사고,0,0,1,0,28,여,10년미만,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,8,16,목요일,10,경상사고,0,0,2,0,66,남,10년미만,,승용,사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,8,8,수요일,20,중상사고,0,1,0,0,65,남,15년이상,,승용,사업용,보행자,기타사고,맑음,출퇴근,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2018,10,5,금요일,12,경상사고,0,0,1,0,56,남,10년미만,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,1,27,일요일,10,중상사고,0,1,1,0,59,남,15년이상,,승용,비사업용,승용,기타사고,맑음,주간,차대차,차대차-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,1,31,목요일,15,중상사고,0,1,0,0,75,남,15년이상,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,1,10,목요일,16,경상사고,0,0,1,0,불명,불명,데이터오류,,기타,데이터오류,기타,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,1,24,목요일,17,경상사고,0,0,1,0,53,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,주간,차대사람,횡단중,안전운전불이행,기타,선릉역부근,37.504487,127.048957,강남구,
2019,2,19,화요일,5,경상사고,0,0,1,0,39,남,15년이상,,승용,비사업용,보행자,기타사고,눈,새벽,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,4,10,수요일,16,경상사고,0,0,1,0,49,남,10년미만,,승용,사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,5,24,금요일,17,중상사고,0,1,0,0,26,여,10년미만,,승용,비사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,직진우회전진행방해,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,5,14,화요일,21,경상사고,0,0,1,0,59,여,15년이상,,승용,비사업용,보행자,보행횡단사고,맑음,심야,차대사람,보도통행중,보행자보호의무위반,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,5,15,수요일,23,경상사고,0,0,1,0,55,남,4년미만,,승용,비사업용,보행자,기타사고,맑음,심야,차대사람,차대사람-기타,안전운전불이행,기타,선릉역부근,37.504487,127.048957,강남구,
2019,6,27,목요일,8,경상사고,0,0,2,0,45,남,10년미만,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,기타,기타,선릉역부근,37.504487,127.048957,강남구,
2019,6,24,월요일,19,경상사고,0,0,1,0,62,여,15년이상,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,길가장자리구역통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,7,14,일요일,15,경상사고,0,0,2,0,34,남,15년이상,,이륜,데이터오류,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,8,19,월요일,16,경상사고,0,0,1,0,63,남,10년미만,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차대사람-기타,보행자보호의무위반,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,11,8,금요일,2,경상사고,0,0,1,0,65,남,15년이상,,승용,사업용,보행자,기타사고,맑음,심야,차대사람,차도통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2019,12,7,토요일,19,부상사고,0,0,0,1,불명,불명,데이터오류,,기타,데이터오류,기타,기타사고,맑음,출퇴근,차대사람,차도통행중,안전운전불이행,특별광역시도,선릉역부근,37.504487,127.048957,강남구,
2017,3,18,토요일,11,경상사고,0,0,2,0,69,남,15년이상,,승용,사업용,승용,진입회전사고,맑음,주간,차대차,측면직각충돌,안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,4,5,수요일,1,중상사고,0,1,0,0,40,여,15년이상,,승용,비사업용,승용,기타사고,맑음,심야,차대차,차대차-기타,안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,4,14,금요일,1,경상사고,0,0,2,0,47,남,15년이상,,승용,비사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,4,5,수요일,19,경상사고,0,0,2,0,60,남,15년이상,,승용,사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,4,21,금요일,23,경상사고,0,0,2,0,34,남,15년미만,0,승용,비사업용,승용,일직선사고,맑음,심야,차대차,정면충돌,안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,5,31,수요일,7,중상사고,0,1,0,0,51,남,15년이상,,승합,사업용,보행자,보행횡단사고,맑음,출퇴근,차대사람,횡단중,보행자보호의무위반,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,5,22,월요일,15,경상사고,0,0,1,0,37,여,15년이상,,승용,비사업용,보행자,기타사고,맑음,주간,차대사람,차도통행중,안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,5,2,화요일,16,경상사고,0,0,1,0,23,여,10년미만,,이륜,기타,기타,기타사고,맑음,주간,차량단독,차량단독-기타,안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,6,14,수요일,16,경상사고,0,0,1,0,60,남,15년이상,,승용,사업용,원동기,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,7,7,금요일,20,경상사고,0,0,1,0,45,남,2년미만,,승용,사업용,승용,진입회전사고,비,출퇴근,차대차,측면직각충돌,안전거리미확보,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,9,20,수요일,20,경상사고,0,0,1,0,39,남,10년미만,,승용,비사업용,승용,기타사고,맑음,출퇴근,차대차,차대차-기타,안전거리미확보,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,9,11,월요일,20,중상사고,0,1,0,0,46,남,15년이상,,승용,비사업용,보행자,기타사고,맑음,출퇴근,차대사람,차대사람-기타,데이터없음,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,10,12,목요일,8,중상사고,0,1,5,0,25,남,4년미만,0,승용,비사업용,승용,일직선사고,맑음,출퇴근,차대차,추돌(진행중),안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2017,11,22,수요일,2,중상사고,0,1,0,0,42,남,15년이상,,승용,사업용,보행자,보행횡단사고,맑음,심야,차대사람,횡단중,안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2018,1,9,화요일,8,경상사고,0,0,1,0,57,남,2년미만,,승용,사업용,화물,진입회전사고,맑음,출퇴근,차대차,측면직각충돌,교차로운행방법위반,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2018,2,7,수요일,14,경상사고,0,0,2,0,36,남,15년미만,,승용,비사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),교차로운행방법위반,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2018,3,22,목요일,11,경상사고,0,0,1,0,65,남,15년이상,,승용,사업용,이륜,진입회전사고,맑음,주간,차대차,측면직각충돌,신호위반,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2018,4,13,금요일,1,경상사고,0,0,1,0,64,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2018,5,7,월요일,13,경상사고,0,0,1,0,36,남,데이터오류,,승용,사업용,승용,일직선사고,맑음,주간,차대차,추돌(진행중),안전운전불이행,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
2018,6,16,토요일,4,경상사고,0,0,1,0,60,남,15년이상,,승용,사업용,승용,일직선사고,맑음,심야,차대차,추돌(진행중),안전거리미확보,특별광역시도,선릉역사거리,37.5044881,127.0489644,강남구,
